Record,Field,User,Datetime,Comment
127,rob2_interv6,ulric063,"2025-09-20 13:59:21","The safety analysis set consisted of all randomised participants
who received ≥1 dose of study vaccine."
128,rob_screen1,flemi644,"2025-09-04 15:46:23",sequential
128,rob2_data1,flemi644,"2025-09-04 15:58:31","PPS 87% included"
128,rob2_data2,flemi644,"2025-09-04 15:59:55","ES and PPS were consistent; withdrawals were low (5%) and mainly unrelated to AEs"
128,rob2_interv1,flemi644,"2025-09-04 15:52:38","open label"
128,rob2_interv6,flemi644,"2025-09-04 15:55:54","primary analysis was PPS."
128,rob2_interv7,flemi644,"2025-09-04 15:56:26","PPS included ~87% and ES results were concordant"
128,rob2_msmt3,flemi644,"2025-09-04 16:00:35","blinding of lab not stated"
128,rob2_random3,ulric063,"2025-09-15 14:45:57","Slightly higher proportion of males in control group"
129,date_explain,harleen.k.marwah.gmail.com,"2025-08-04 12:10:26","Interim safety and immunogenicity 29 days after vaccination are reported."
129,date_explain,harleen.k.marwah.gmail.com,"2025-08-04 12:10:50","Interim 15- and 29-day analysis results are reported."
129,date_start_month,harleen.k.marwah.gmail.com,"2025-08-04 12:12:08","April 2023"
129,domain_ae_inc_other,harleen.k.marwah.gmail.com,"2025-08-04 12:12:51","local and systemic reactions (Figure 2)"
129,rob_screen1,flemi644,"2025-09-04 16:07:00","monovalent vs bivalent boosters"
129,rob2_interv1,flemi644,"2025-09-04 16:09:15","open label"
129,rob2_interv8,flemi644,"2025-09-04 16:10:40","limited detail on possible deviations"
129,rob2_msmt2,flemi644,"2025-09-04 16:12:33","self-report in an open label study"
129,rob2_msmt6,flemi644,"2025-09-04 16:13:20","unblinded, self-reported subjective outcomes"
129,rob2_random1,flemi644,"2025-09-04 16:07:51","Randomization sequence not detailed."
129,rob2_random3,ulric063,"2025-09-20 16:26:38","Higher proportion age 65+ in the monovalent compared to bivalent arm (22% vs 13%); prevalence of SARS-CoV-2 prior infection higher in monovalent arm"
129,rob2_random4,flemi644,"2025-09-04 16:09:00","lack of detail on sequence generation/concealment despite randomization"
129,rob2_result1,flemi644,"2025-09-04 16:14:16","registered clinicaltrials.gov study"
129,setting,harleen.k.marwah.gmail.com,"2025-08-04 12:11:08","The trial is being conducted across 9 US sites"
130,rob_screen1,flemi644,"2025-09-04 16:20:17",sequential
130,rob2_data1,flemi644,"2025-09-04 16:25:32",94.6%
130,rob2_interv1,flemi644,"2025-09-04 16:21:53","open label"
130,rob2_interv6,flemi644,"2025-09-04 16:23:30","PPS. Results were said to be consistent on the Exposed Set, but an ITT analysis was not described"
130,rob2_interv7,flemi644,"2025-09-04 16:24:32","Exclusions were largely administrative (out-of-window, missed assessment) or protocol-forbidden medications"
130,rob2_msmt2,flemi644,"2025-09-04 16:27:05","even though open-label, laboratory analyses are standardized and objective"
130,rob2_random1,flemi644,"2025-09-04 16:21:37","randomization methods in Supplementary Methods"
131,coadmin_pop1_n,emeyerowit.montefiore.org,"2025-07-31 06:35:48","Only study part B was co-admin"
131,rob2_data1,flemi644,"2025-09-04 16:36:16",~91-92%
131,rob2_interv2,flemi644,"2025-09-04 16:35:36","single-blind for immunogenicity and safety. Implies some study staff awareness."
131,rob2_msmt3,flemi644,"2025-09-04 16:37:43","supplemental methods"
131,rob2_msmt4,flemi644,"2025-09-04 16:39:34","objective lab titers."
131,rob2_random1,flemi644,"2025-09-04 16:33:46","sequence detailed in supplementary methods"
131,rob2_result3,flemi644,"2025-09-04 16:40:54","Use of different analysis sets/adjustments possible; H1N1 objective priority changed during program; minor concern for selective emphasis"
132,coadmin_sero_other,emeyerowit.montefiore.org,"2025-07-31 06:51:42","Unclear clinical significance"
132,coadmin_sero_other,emeyerowit.montefiore.org,"2025-07-31 07:01:00","Second trial with this finding"
132,rob_screen1,flemi644,"2025-09-04 16:44:00",sequential
132,rob2_data1,flemi644,"2025-09-04 16:48:29","Per-protocol immunogenicity sets were 471/523 (Co-Ad) vs 400/522 (Control)"
132,rob2_data1,ulric063,"2025-09-15 21:43:29","Authors state: ""baseline characteristics remained balanced between groups in the per-protocol sets, and immunogenicity
analyses in the exposed set showed similar results as in the per protocol set, indicating that the eliminations  due to protocol
deviations did not impact our conclusions"""
132,rob2_interv1,flemi644,"2025-09-04 16:47:39","open label"
132,rob2_interv6,ulric063,"2025-09-15 21:40:16","PPS analysis"
132,rob2_random1,flemi644,"2025-09-04 16:45:08","supp methods"
133,design,abersm.gmail.com,"2025-07-30 14:00:19","Secondary analysis of previously reported RCT"
134,rob2_random2,flemi644,"2025-09-04 16:59:19","double blind with matched placebo"
135,coadmin_ae_yn,emeyerowit.montefiore.org,"2025-07-31 07:12:08","Relative risk of AEs (reactogenicity) not significantly different comparing coadmin to COVID booster only group."
135,rob2_msmt4,flemi644,"2025-09-04 17:09:35","objective lab titers."
136,rob2_interv1,flemi644,"2025-09-05 11:34:45","60+ cohort was open-label"
136,rob2_interv2,flemi644,"2025-09-05 11:36:45","same comment"
136,rob2_interv6,ulric063,"2025-09-15 21:58:07","Per protocol set"
136,rob2_random1,flemi644,"2025-09-05 11:34:02","supp methods"
136,rob2_random2,flemi644,"2025-09-05 11:33:53","supp methods"
137,rob_screen1,flemi644,"2025-09-05 11:42:32","lot to lot comparison"
138,ae_outcome,emeyerowit.montefiore.org,"2025-07-31 08:57:39","1 case of myocarditis in the mRNA-1273 group reported, see Table S16 in supplementary material"
138,ae_outcome1_vax_n,scottja.stanford.edu,"2025-08-08 02:53:10","I changed that it does provide incidence data and added 1 out of 374 with myocarditis. P10, table 3"
138,domain_ae_num,scottja.stanford.edu,"2025-08-08 02:45:35","I changed this from 1 to 3"
138,population_disagg,scottja.stanford.edu,"2025-08-08 02:42:43","Figure 2F  shows neutralizing antibody titers by disease cohort. The logistic regression analyses  identify factors (including age, disease cohort, and treatments) contributing to the likelihood of immune responses. Serious adverse events are split by treatment group and disease group in the appendix"
138,rob2_interv1,flemi644,"2025-09-05 11:51:39","Open label"
138,rob2_interv6,ulric063,"2025-09-15 23:09:32","Unintentional data change - changed back to correct response: ""yes"""
138,rob2_msmt1,flemi644,"2025-09-05 11:58:20","No prespecified myocarditis case definition or active surveillance (e.g., troponin/ECG screening). SAEs only collected to day 28."
138,rob2_msmt2,flemi644,"2025-09-05 11:58:45","open-label knowledge"
138,rob2_msmt6,flemi644,"2025-09-05 11:59:40","Subjective, unblinded ascertainment with no standardized case definition and short surveillance window"
138,rob2_result4,flemi644,"2025-09-05 12:01:01","AE windows (21 vs 28 days), seriousness, and varying definitions could allow multiple choices."
139,rob2_interv2,flemi644,"2025-09-05 12:35:33","designated unmasked site personnel who did not participate in any clinical study evaluations"
139,rob2_interv4,flemi644,"2025-09-05 12:36:39","only 2 participants in the RSV+placebo group who mistakenly received mRNA-1273 on Day 1"
139,rob2_random3,flemi644,"2025-09-05 12:33:29","Age imbalance due to randomization error for Part A of the study."
140,rob2_data1,flemi644,"2025-09-05 12:48:33","75% completed the trial; withdrawals/loss to follow-up were sizable but similar across groups"
140,rob2_interv2,flemi644,"2025-09-05 12:43:39","A protocol amendment removed the planned season-3 dose; a minority received dose 3 before the amendment, but analyses censored appropriately"
140,rob2_interv6,flemi644,"2025-09-05 12:46:16","analyses were performed ""based on the administered intervention,"" not explicitly ITT"
140,rob2_interv7,flemi644,"2025-09-05 12:47:03","Given masking, centralized randomization, and on-site dosing"
140,rob2_result2,flemi644,"2025-09-05 12:50:26","Multiple related endpoints (e.g., ARI overall vs medically attended ARI [post hoc]) and season-specific cuts"
140,rob2_result3,flemi644,"2025-09-05 12:51:58","Primary model adjusted for age/region/season with an additional post-hoc model omitting season; didn't correct for multiple comparisons. "
141,domain_ae_include_vax,harleen.k.marwah.gmail.com,"2025-08-02 15:41:16","Ad26/protein preF RSV"
141,population_disagg,harleen.k.marwah.gmail.com,"2025-08-02 15:43:34","Disaggregated by further age groups (18-45, 46-59, 65-74, 75-84, 85+)"
141,rob2_interv1,flemi644,"2025-09-05 13:05:02","double blind, placebo-controlled"
142,rob2_interv1,flemi644,"2025-09-05 13:12:00","double blind, placebo-controlled"
143,rob2_interv2,flemi644,"2025-09-05 13:22:51","Designated unblinded site personnel handled dose prep/administration only"
143,rob2_interv6,flemi644,"2025-09-05 13:23:49","P302 was PPS. P301 was ITT"
143,rob2_interv7,flemi644,"2025-09-05 13:24:14","PP exclusions in P302 relate to early discontinuation/major deviations"
143,rob2_random1,flemi644,"2025-09-05 13:21:26","supp methods"
143,ve_overall_em_adj,ncmccann.bu.edu,"2025-08-03 11:18:14","Note that this is the VE for what we are specifying as the comparator."
144,rob2_interv1,flemi644,"2025-09-05 13:33:51","double blind, placebo-controlled"
145,date_start_month,harleen.k.marwah.gmail.com,"2025-08-04 13:47:51","in supplementary materials"
145,rob_screen1,flemi644,"2025-09-05 13:41:21","meningococcal vaccine"
145,rob2_data1,flemi644,"2025-09-05 13:43:50","denominators consistent with high diary return, though explicit completion rates are not provided"
145,rob2_random2,flemi644,"2025-09-05 13:42:08","concealment is strongly implied though not detailed."
147,design,ncmccann.bu.edu,"2025-08-11 12:25:15","participants randomized, but not really described as a trial"
147,rob_screen1,flemi644,"2025-09-05 16:59:54","single vs. double dose"
147,rob2_interv1,flemi644,"2025-09-05 17:01:39","open label and two shots vs one"
147,rob2_msmt2,flemi644,"2025-09-05 17:03:56","Open-label plus inherently different administration (two injections vs one) could influence perception/reporting. Should have used a placebo for the second shot in the 1-shot group."
147,rob2_msmt3,flemi644,"2025-09-05 17:04:38","Self-report/clinic follow-up without blinding."
147,rob2_msmt4,flemi644,"2025-09-05 17:05:35","subjective symptoms"
147,rob2_msmt5,flemi644,"2025-09-05 17:05:55","Subjective outcomes in unblinded setting"
147,rob2_msmt6,flemi644,"2025-09-05 17:06:11","non-blinded measurement of subjective outcomes"
147,rob2_random1,flemi644,"2025-09-05 17:00:35","no method described"
147,rob2_random3,ulric063,"2025-09-20 14:05:48","Small sample size, but slight imbalance in gender: 43% (10/23) of men received 2 doses; 55% (15/27) of women received 2 doses"
148,rob2_interv1,flemi644,"2025-09-05 17:13:04","double blind"
148,rob2_interv6,ulric063,"2025-09-20 14:18:00","Participants who received a
booster were included in the safety analyses."
148,rob2_random3,ulric063,"2025-09-20 14:16:43","However, within each priming group, randomised arms
demonstrated similar distributions of age, sex (determined through a structured questionnaire as biological
sex), the highest level of education, comorbidities, and
baseline symptoms (Supplementary Tables S1-S3). This
was consistent when considering the analysis groups on
day 21-60 and day 21-35 (Supplementary Table S4)."
149,rob2_data1,flemi644,"2025-09-05 17:21:44","PPS required post-vaccination samples and protocol adherence; thus not all randomized participants contributed to the immunogenicity analysis"
149,rob2_data2,flemi644,"2025-09-05 17:22:24","conlcusions replicated in broader ES set."
149,rob2_interv1,flemi644,"2025-09-05 17:18:52","open label"
149,rob2_interv6,flemi644,"2025-09-05 17:19:51","PPS only (no ITT)"
149,rob2_interv6,ulric063,"2025-09-20 14:21:04","The assessment of immunogenicity was conducted using the Per-Protocol Set (PPS)."
149,rob2_interv7,flemi644,"2025-09-05 17:20:41","non-inferiority for QIV HI titers was also demonstrated in the ES analysis"
149,rob2_msmt4,flemi644,"2025-09-05 17:23:24","objective lab titers."
150,rob2_interv2,flemi644,"2025-09-05 17:30:17","vaccinators were unmasked but had no further role"
150,rob2_interv6,ulric063,"2025-09-20 14:27:53","Descriptive analyses of safety endpoints were done in
the safety set, which comprised all participants who
received a study vaccine and who had post-vaccination
safety data and no substantial deviations from Good Clinical Practice standards"
150,rob2_msmt1,flemi644,"2025-09-05 17:32:18","featured symptoms with Brighton adjudication. no troponin/ECG screening, so sub-clinical events could be missed."
150,rob2_msmt1,ulric063,"2025-09-20 14:35:54","Changing from ""probably yes"" to ""probably no"" as Brighton Collaboration Case Definition for myocarditis includes testing and imaging studies for suspected cases"
151,rob2_interv2,flemi644,"2025-09-05 17:38:37","A single unblinded study nurse prepared/administered vaccines"
152,rob2_interv2,flemi644,"2025-09-05 17:46:39","An unblinded study nurse administered injections"
152,rob2_interv2,ulric063,"2025-09-20 14:48:23","Research staff involved in the safety and reactogenicity follow-up
were blinded to the group assignment of participants."
152,rob2_interv3,flemi644,"2025-09-05 17:47:18","two participants developed COVID-19 and was withdrawn (minor)"
153,rob2_random1,ulric063,"2025-09-20 14:53:10","in a 1:1 ratio using interactive response technology by a centralized randomization procedure to receive mRNA-1083
plus placebo (henceforth referred to as mRNA-1083) or active comparator vaccines for seasonal influenza and COVID-19."
153,rob2_result1,flemi644,"2025-09-05 18:04:24","supp methods"
154,rob2_interv2,nebasta,"2025-09-07 22:32:35","staff administering the vaccine were aware, but did not participate in any other aspect of the trial"
155,rob_type,nebasta,"2025-09-07 21:19:21","This is a cross-over/booster RCT following up from a prior trial"
155,rob2_interv2,nebasta,"2025-09-07 21:19:59","those delivering intervention were unblinded"
156,domain_ae_include_yn,ncmccann.bu.edu,"2025-08-05 20:46:40","USED CLINICALTRIALS.GOV TO GET SPECIFIC AES. There were serious AEs reported, but not stated which kind in the publication, so went to the clinical trial website. https://clinicaltrials.gov/study/NCT05827978?tab=results#adverse-events"
156,rob2_interv1,nebasta,"2025-09-07 21:02:31","From supplement "" Neither the
participant, nor the investigator, nor clinic staff responsible for study assessments/safety had
access to the vaccine assignment during the conduct of the study."""
156,rob2_interv2,nebasta,"2025-09-07 21:03:10","staff administering the intervention were aware, but they were not involved in any other element of the trial"
157,rob2_data1,mehr0035,"2025-09-07 10:29:49","See pages 5 & 6 for #s completing study treatment/participation. Chose ""probably no"" because info detailed but below 95%."
157,rob2_interv7,ulric063,"2025-09-20 15:10:39","Differential follow-up by randomization arm; differential proportion excluded from PPS for reason ""COVID-19 vaccine/treatment"""
158,domain_ae_include_vax,harleen.k.marwah.gmail.com,"2025-08-02 16:02:39","Ad26.RSV.preF/RSV preF protein vaccine"
159,coadmin_pop1_n,emeyerowit.montefiore.org,"2025-08-03 16:02:26","Not disaggregated by mRNA vaccine brand"
159,rob2_interv1,ulric063,"2025-09-20 15:18:14","Vaccine and placebo
were administered by unblinded study staff who did not participate in outcome measurements.
Participants and remaining study staff were blinded to treatment allocation."
159,rob2_interv2,ulric063,"2025-09-20 15:18:21","Vaccine and placebo
were administered by unblinded study staff who did not participate in outcome measurements.
Participants and remaining study staff were blinded to treatment allocation."
159,rob2_random1,ulric063,"2025-09-20 15:17:21","Randomization detailed in supplemental materials https://cdn-jamanetwork-com.ezp3.lib.umn.edu/ama/content_public/journal/jamanetworkopen/939484/zoi241236supp1_prod_1730219476.43754.pdf?Expires=1761422952&Signature=WOJh3rH5HHLmt81kvvTqBGcb0O9UGCCn3wQCrYtX4-R8NhD-iBAV1OIkOpV-oBB7aE0pJ-W-I0VpJh~i4am4ge7NrfzBocT4vPLCTUeCgiedvt4SA2Q-NaZewN9kJxaHY2ffsLNi-F5Mfa~TReLd6FUCeZy-CuPVpGi~LLJnwUdRBhrM3z88-xUChjoBMlqH2HOKQnVBgAPoRKE4sff~aOMuzc6qGWSIfLdNjxPt9zyA2PMAbwrEh4fuuy1qikBdKEoQMKzNILF0P45ge0nqHhDstyG1yhd3u28foHMQQaMveSLrbExSANsqs9Bah1Im-mz7HC73PAxu~jg9u4tEvw__&Key-Pair-Id=APKAIE5G5CRDK6RD3PGA"
165,ae_incidence_yn,emeyerowit.montefiore.org,"2025-08-03 16:21:48","The study included a cohort of individuals with preexisting ITP."
167,ae_outcome,abersm.gmail.com,"2025-07-29 20:29:58","Data are for ischemic stroke"
167,ae_outcome1_otherinfo_yn,stodd046,"2025-08-06 11:27:33","This study reports IRR for ""cerebro-vascular"" events which includes stroke but does not disaggregate"
167,design,stodd046,"2025-08-06 10:51:37","I switched this designation from ""Other"" to ""Observational"" based on 8/5 meeting discussion"
169,ve_outcome_prime_txt,emeyerowit.montefiore.org,"2025-08-05 20:00:32","Supplementary eTable3"
169,ve_timeline,emeyerowit.montefiore.org,"2025-08-05 20:04:53","Model 4 is in table 2"
170,rob_outcome_ve,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-03 22:44:05","also hospitalization for influenza and/or pneumonia"
170,ve_outcome_prime,emeyerowit.montefiore.org,"2025-08-05 20:31:17","Table 2"
170,ve_overall_vax_n_2,emeyerowit.montefiore.org,"2025-08-05 20:32:37","Table 1"
172,nos_xs_2,ejholmes,"2025-09-02 14:55:16","Ideal sample size not described"
173,date_start_year,stodd046,"2025-08-06 11:42:52","""from the inception of the VAERS"""
177,nos_xs_1,nebasta,"2025-09-27 13:39:11","says ""random sampling"" but no information given, only those who had medical records of CA included"
178,domain_ae_include_list,abersm.gmail.com,"2025-07-31 17:11:20","Other heme parameters not disaggregated by vaccine"
181,virus,abersm.gmail.com,"2025-07-31 17:05:28","No disaggregation by specific COVID vaccine. No disaggregation by specific influenza vaccine"
182,immunocomp_describe,harleen.k.marwah.gmail.com,"2025-08-04 13:52:29","1) solid organ transplant recipients (including heart, lung, liver, or
kidney) who received their transplant at least 3 months before enrollment and with no
acute rejection episodes within the previous 2 months; (2) individuals receiving active
immunomodulator therapy for an autoimmune inflammatory disorder at a stable dose
(i.e., receiving the same dose for at least 3 months with no changes in the 28 days before
enrollment); (3) individuals with advanced non-small cell lung cancer who received initial
or maintenance chemotherapy for at least 2 weeks before enrollment, individuals who are
treatment-naive and not expected to receive chemotherapy within at least 2 weeks after
study vaccinations, or those who received checkpoint inhibitor treatment or targeted drug
therapy (i.e., tyrosine kinase inhibitors, including epidermal growth factor receptor [EGFR],
anaplastic lymphoma kinase [ALK], c-ros oncogene 1 [ROS1], v-raf murine sarcoma viral
oncogene homolog B1 [BRAF], rearranged during transfection [RET], and neurotrophic
tyrosine receptor kinase [NTRK] inhibitors) for at least one treatment cycle before enroll-
ment; and (4) individuals on maintenance hemodialysis treatment secondary to end-stage
renal disease."
182,rob_screen1,nebasta,"2025-09-06 14:41:34","""Single-Arm Study"""
184,ae_vax_type,stodd046,"2025-08-08 11:33:52","Evaluating NVX-CoV2601"
184,rob_screen1,nebasta,"2025-09-06 14:44:16","""Single Arm Study"""
185,ae_vax_type,stodd046,"2025-08-08 11:50:00",NVX-CoV2601
185,rob_screen1,nebasta,"2025-09-06 14:50:58","""Single-arm study"" - but authors are comparing those previously vaccinated to those not previously vaccinated, so will consider this ""comparator"" groups"
185,rob_screen2,nebasta,"2025-09-06 14:54:38","Trial was previously randomized, but this analysis is of a subset of those participants who were later enrolled in a single-arm study, so this analysis does not benefit from the prior randomization. In the AE assessment, no additional attempts to control of confounding in this analysis is reported."
188,domain_ae_include_vax,stodd046,"2025-08-11 10:43:27","mRNA-1273.214 or BA.1-adapted BNT162b2"
189,ve_adult_vax_n,stodd046,"2025-08-08 12:01:37","Please see note in general info- authors include this population but report VE in a strange way. 18 and over is reported in this form as ""Overall Population"""
199,nos_coh_1,calba1.mgh.harvard.edu,"2025-09-09 09:08:13","Unclear how exposed population was selected (longitudinal cohort) - they are referred to as ""volunteers"" so would consider downgrading to ""Selected group"" but this would not change the overall risk of bias assessment, so leaving as is."
199,nos_coh_1,ulric063,"2025-09-21 17:37:17","AKU - downgrading to ""selected group"""
199,nos_coh_3,ulric063,"2025-09-21 17:40:05","""Vaccines were administered as part of the standard of care"" - unclear if and how receipt of vaccination was documented."
199,nos_coh_4,calba1.mgh.harvard.edu,"2025-09-09 09:17:27","They collect baseline antibody levels and report separately results among those without pre-existing immunity before vaccination with, aside from H3N2, no significant differences between flu, flu+COVID (same arm), and flu+COVID (different arms) - the overall takeaway of the paper."
204,rob2_random1,mehr0035,"2025-09-07 13:47:52","Have ""probably no"" for now and put a ? into the WhatsApp group. 

For reference: https://cdn.clinicaltrials.gov/large-docs/39/NCT02860039/SAP_001.pdf

See Fig 1 of study.

QUESTION: The parent study was an RCT. The 65 participating in this study are repeaters drawn from the original RCT. Their assignment of SD-QIV or HD-TIV was based on parent study randomization, not this study specifically. Does this still count as being a RCT or should it be cohort? "
205,ve_overall_vax_n,harleen.k.marwah.gmail.com,"2025-08-04 16:41:42","Table #3 has this listed by events/person-years"
206,date_start_year,harleen.k.marwah.gmail.com,"2025-08-04 17:37:26","They also had a cohort from 22-23 season, but just looking at the 23-24 season for this extraction"
206,epi_other_covid,harleen.k.marwah.gmail.com,"2025-08-04 17:39:05","During the 2023 to 2024 season, the 30-day risk of hospitalization was similar for COVID-19 (16.2%) and influenza (16.3%) but lower for RSV at 14.3% (RD for COVID-19 vs RSV, 1.9% [95% CI, 0.9%-2.9%]; RD for influenza vs RSV, 2.0% [95% CI, 0.8%-3.3%]). The 30-day risk of death during the 2022 to 2023 season was slightly higher for COVID-19 (1.0%) compared with influenza (0.7%) (RD, 0.4% [95% CI, 0.1%-0.6%]) or RSV (0.7%) (RD, 0.4% [95% CI, 0.1%-0.6%]) but similar during the 2023 to 2024 season. Mortality risk at 180 days was higher for COVID-19 during both seasons (2023-2024 RD for COVID-19 vs influenza, 0.8% [95% CI, 0.3%-1.2%]; RD for COVID-19 vs RSV, 0.6% [95% CI, 0.1%-1.1%])."
206,rob_outcome_epi,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-04 12:52:27","also: 30-day hospitalization, death with laboratory-confirmed COVID, influenza, or RSV infection"
207,nos_coh_1,ejholmes,"2025-09-10 13:24:31","Some early attrition; unknown comparison of baseline characteristics of NMD greater population to sample used here"
207,nos_coh_8,ejholmes,"2025-09-10 13:25:12","Close (high 70%)"
207,nos_coh_8,calba1.mgh.harvard.edu,"2025-09-10 14:44:36","According to Figure 1, 1311 people were initially consented but ultimately only 1020 were included in the AE analysis (78% of initial included group) without comment on how characteristics compared between the included and excluded groups. Once included, study mentions patients were followed up for 12 months, but unsure if that included 100% retention. Decided to downgrade to ""Follow up rate < 80% and no description of those lost"" in agreement with EH via email on 9/10."
208,nos_coh_1,ulric063,"2025-09-25 21:16:39","health care workers
who received the bivalent COVID-19 mRNA booster and the
seasonal influenza vaccine on the same day or different days."
208,nos_coh_3,ulric063,"2025-09-25 21:17:55","No detail"
208,nos_coh_4,ulric063,"2025-09-25 21:21:04","no baseline"
208,rob_type,ulric063,"2025-09-25 21:15:36","Changing to cohort study: Participants were enrolled as a part of the Massachusetts
Consortium on Pathogen Readiness with informed consent. 
Individuals were divided into participants who received an influenza vaccine on the same day as the bivalent COVID-19
mRNA vaccine or those who received the 2 vaccines on different days within 4 weeks. "
210,ae_outcome1_vax_n,emeyerowit.montefiore.org,"2025-08-10 12:30:45","sum IC + matched groups"
210,nos_coh_4,and05081,"2025-09-02 15:35:53","""For each ADR, information on time to onset (TTO), outcome, duration of symptoms (if recovered), severity/impact
of the symptoms (including medical assistance & hospitalisation) was collected."""
210,nos_coh_8,calba1.mgh.harvard.edu,"2025-09-11 17:17:11","Extracted data was AE stroke among immunocompromised+non-immunocompromised after first dose. Fig 1 shows significant attrition among immunocompromised and matched cohort."
211,population,abersm.gmail.com,"2025-07-31 17:21:00","Immunocompromised not specifically mentioned as inclusion criteria but study includes patients on chemo, XRT, target/endocrine therapy"
213,coadmin_ae_yn,harleen.k.marwah.gmail.com,"2025-08-01 10:38:16","Not reported"
213,coadmin_vax_num,harleen.k.marwah.gmail.com,"2025-08-01 10:36:48","Patients were managed as outpatients and simultaneously intramuscularly vaccinated against influenza (Vaxigrip Tetra, season 2023/ 2024, Sanofi, pre-filled syringe, batch number: X3E895V) (right arm) and RSV (Arexvy, GSK, batch number: 3X5K3) (left arm) from the 15th of September 2023 to the 17th of November 2023."
213,population,harleen.k.marwah.gmail.com,"2025-08-01 10:36:05","High Risk Heart Failure"
213,rob_screen1,stodd046,"2025-09-04 15:48:19","This is an RCT but authors ONLY give information about one arm. There is no comparative statistics, only frequency of the outcomes in participants who were administered RSV and flu simultaneously."
213,rob2_random3,stodd046,"2025-09-04 15:37:11","This study has two groups: coadmin and standard of care. Authors only report on the coadmin group and do not provide any explicity information about the SOC group."
214,design,abersm.gmail.com,"2025-07-29 21:19:08","Propensity matched"
214,domain_ae_include_vax,harleen.k.marwah.gmail.com,"2025-08-04 18:05:59","Likely RSVpreF3 and RSVpreF given that is what is mentioned in the introduction"
214,population,abersm.gmail.com,"2025-07-29 21:19:17","Age >= 60"
214,setting,harleen.k.marwah.gmail.com,"2025-08-04 18:04:03","look at records of 108 million patients from 66 healthcare organizations, representing 27% of the US population from all 50 states"
215,ae_outcome1_otherinfo_yn,emeyerowit.montefiore.org,"2025-08-10 12:48:34","Has details about clinical presentation"
215,nos_cc_1,ejholmes,"2025-09-03 14:10:19","Case def'n for myocarditis is thorough; Definition for ""vaccine-related"" myocarditis is only temporal (within 15 days of receiving vaccine)"
215,nos_cc_8,ejholmes,"2025-09-03 14:14:19","Table 1, baseline characteristics similar"
215,nos_coh_1,ejholmes,"2025-09-10 13:52:01","Small sample, 13 sites in Italy, seeking care in ER and consenting"
215,nos_coh_5,ejholmes,"2025-09-10 15:52:21","Minimal controls beyond exclusion criteria and stratification"
215,nos_coh_8,ejholmes,"2025-09-10 15:53:37","No description; retrospective cohort limits LTFU potential"
216,nos_cc_3,calba1.mgh.harvard.edu,"2025-09-09 16:29:29","Data are from RELAB, community-based laboratories, NOT hospitalized patients. Study only assessed PCR-proven infection not medically-attended visits (e.g., clinic visits, ED presentation, hospitalization, etc.)"
216,nos_cc_4,ulric063,"2025-09-25 21:26:36","Updating to 'no history of disease' to align with guidance"
216,nos_cc_5,moat0011,"2025-09-03 19:14:09","We fitted a logistic (binomial) linear model to
test result (negative/positive), as a function of sex, age
category, PCR technique, week, and vaccination status,
age and week being the most important confounders."
216,nos_cc_6,moat0011,"2025-09-03 19:14:56","self reported"
216,ve_elder_unvax_n,abersm.gmail.com,"2025-07-29 22:07:44","Calculated from Table 3"
216,ve_elder_unvax_y,abersm.gmail.com,"2025-07-29 22:07:51","Calculated from Table 3"
216,ve_elder_vax_n,abersm.gmail.com,"2025-07-29 22:07:31","Calculated from Table 3"
216,ve_elder_vax_y,abersm.gmail.com,"2025-07-29 22:07:39","Calculated from Table 2"
216,ve_em_type,abersm.gmail.com,"2025-07-29 22:15:01","Article states OR is used but after calculating their raw data, it's clear that (1-OR)*100 was used"
216,ve_other_unvax_n,abersm.gmail.com,"2025-07-30 16:31:51","Age 0-64"
216,ve_other_unvax_n_2,abersm.gmail.com,"2025-07-30 16:39:38","Age 0-64"
216,ve_other_unvax_y,abersm.gmail.com,"2025-07-30 16:31:55","Age 0-64"
216,ve_other_unvax_y_2,abersm.gmail.com,"2025-07-30 16:39:43","Age 0-64"
216,ve_other_vax_n,abersm.gmail.com,"2025-07-30 16:31:33","Age 0-64"
216,ve_other_vax_n_2,abersm.gmail.com,"2025-07-30 16:39:28","Age 0-64"
216,ve_other_vax_y,abersm.gmail.com,"2025-07-30 16:31:46","Age 0-64"
216,ve_other_vax_y_2,abersm.gmail.com,"2025-07-30 16:39:33","Age 0-64"
219,domain_ae_include_vax,moat0011,"2025-08-06 17:23:47","Vaccine products not specified"
220,epi_sample_rsv,harleen.k.marwah.gmail.com,"2025-08-04 18:21:54","27 withdrew during season 1, 77 between seasons 1 and 2, and 129 during season 2 and were censored at the time of withdrawal"
222,domain_ae_include_vax,stodd046,"2025-08-11 12:31:42","In our analysis, the cases were the AEFI reports for
which mRNA COVID-19 vaccines elasomeran-Spikevax® (Moderna) and tozinameran-Comirnaty® (Pfzer
& BioNTech), were suspected, while non-cases were AEFI
reports for which all other vaccines listed in Supplementary Table 1 (excluding non-mRNA COVID-19 vaccines)
were suspected"
223,domain,stodd046,"2025-08-11 13:01:41","EXCLUDE STUDY: SWITCHING TO VE SINCE THERE ARE NO AEs"
227,nos_cc_3,calba1.mgh.harvard.edu,"2025-09-09 16:45:59","Changed from hospital to community controls. Inclusion was presentation for acute respiratory illness to ED, urgent care, or outpatient setting - NOT among a hospitalized population."
