"id_redcap","id_covidence","article","virus","covid","rsv","flu","population","preg","infant","child","adult","elder","immunocomp","rob","study_design","published_year","journal","pmid","pmcid","doi","link","title"
150,"#2779","Okada 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","RCT",2025,"Lancet Infect Dis",39461355,,"10.1016/s1473-3099(24)00565-6","https://pubmed.ncbi.nlm.nih.gov/39461355","Immunogenicity of a booster dose of a bivalent (Asp614Gly and omicron BA.4/5 variant) self-amplifying mRNA SARS-CoV-2 booster vaccine versus the BNT162b2 omicron BA.4/5 mRNA vaccine: a randomised phase 3 trial"
151,"#9379","Prasert 2024","Influenza",0,0,1,"Adult",0,0,0,1,0,0,"Low","RCT",2024,"Vaccine",38042698,"PMC10733862","10.1016/j.vaccine.2023.11.050","https://pmc.ncbi.nlm.nih.gov/articles/PMC10733862","Safety and immunogenicity of locally produced trivalent inactivated influenza vaccine (Tri Fluvac) in healthy Thai adults aged 18-64 years in Nakhon Phanom: A Phase III double blinded, three-arm, randomized, controlled trial"
152,"#9507","Ramsay 2023","COVID",1,0,1,"Adult",0,0,0,1,1,0,"Low","RCT",2023,"Vaccine",37903680,,"10.1016/j.vaccine.2023.10.050","https://pubmed.ncbi.nlm.nih.gov/37903680","A single blinded, phase IV, adaptive randomised control trial to evaluate the safety of coadministration of seasonal influenza and COVID-19 vaccines (The FluVID study)"
152,"#9507","Ramsay 2023","Influenza",1,0,1,"Adult",0,0,0,1,1,0,"Low","RCT",2023,"Vaccine",37903680,,"10.1016/j.vaccine.2023.10.050","https://pubmed.ncbi.nlm.nih.gov/37903680","A single blinded, phase IV, adaptive randomised control trial to evaluate the safety of coadministration of seasonal influenza and COVID-19 vaccines (The FluVID study)"
154,"#9910","Schmader 2024","Influenza",0,0,1,"Adult",0,0,0,0,1,0,"Low","RCT",2024,"JAMA Netw Open",39446325,"PMC11581605","10.1001/jamanetworkopen.2024.40817","https://pmc.ncbi.nlm.nih.gov/articles/PMC11581605","Safety of Simultaneous Vaccination With Adjuvanted Zoster Vaccine and Adjuvanted Influenza Vaccine: A Randomized Clinical Trial"
159,"#10879","Walter 2024","COVID",1,0,1,"Pediatric",0,0,1,1,1,0,"Low","RCT",2024,"JAMA Netw Open",39504023,"PMC11541642","10.1001/jamanetworkopen.2024.43166","https://pmc.ncbi.nlm.nih.gov/articles/PMC11541642","Safety of Simultaneous vs Sequential mRNA COVID-19 and Inactivated Influenza Vaccines: A Randomized Clinical Trial"
159,"#10879","Walter 2024","Influenza",1,0,1,"Pediatric",0,0,1,1,1,0,"Low","RCT",2024,"JAMA Netw Open",39504023,"PMC11541642","10.1001/jamanetworkopen.2024.43166","https://pmc.ncbi.nlm.nih.gov/articles/PMC11541642","Safety of Simultaneous vs Sequential mRNA COVID-19 and Inactivated Influenza Vaccines: A Randomized Clinical Trial"
159,"#10879","Walter 2024","COVID",1,0,1,"Adult",0,0,1,1,1,0,"Low","RCT",2024,"JAMA Netw Open",39504023,"PMC11541642","10.1001/jamanetworkopen.2024.43166","https://pmc.ncbi.nlm.nih.gov/articles/PMC11541642","Safety of Simultaneous vs Sequential mRNA COVID-19 and Inactivated Influenza Vaccines: A Randomized Clinical Trial"
159,"#10879","Walter 2024","Influenza",1,0,1,"Adult",0,0,1,1,1,0,"Low","RCT",2024,"JAMA Netw Open",39504023,"PMC11541642","10.1001/jamanetworkopen.2024.43166","https://pmc.ncbi.nlm.nih.gov/articles/PMC11541642","Safety of Simultaneous vs Sequential mRNA COVID-19 and Inactivated Influenza Vaccines: A Randomized Clinical Trial"
161,"#8982","Ocek 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Noropsikiyatri Arsivi",39258123,"PMC11382557","10.29399/npa.28418","https://pmc.ncbi.nlm.nih.gov/articles/PMC11382557","Evaluation of Clinical Effects of COVID-19 Infection and Vaccines on Myasthenia Gravis"
162,"#9094","Ozdemir 2024","COVID",1,0,0,"Pediatric",0,0,1,1,0,0,"High","Observational - other",2024,"Alergologia Polska - Polish Journal of Allergology",,,"10.5114/pja.2024.138498","https://doi.org/10.5114/pja.2024.138498","The effect of COVID-19 and COVID-19 vaccines on chronic spontaneous urticaria: single center experience"
162,"#9094","Ozdemir 2024","COVID",1,0,0,"Adult",0,0,1,1,0,0,"High","Observational - other",2024,"Alergologia Polska - Polish Journal of Allergology",,,"10.5114/pja.2024.138498","https://doi.org/10.5114/pja.2024.138498","The effect of COVID-19 and COVID-19 vaccines on chronic spontaneous urticaria: single center experience"
163,"#4695","Turan 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"High","Observational - other",2024,"Acta Neurol Belg",38619748,,"10.1007/s13760-024-02536-7","https://pubmed.ncbi.nlm.nih.gov/38619748","A retrospective cohort study: is COVID-19 BNT162b2 mRNA vaccination a trigger factor for cluster headache?"
164,"#19","Abdul Rahim 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Case-control",2025,"BMC Public Health",40055620,"PMC11889865","10.1186/s12889-025-21765-w","https://pmc.ncbi.nlm.nih.gov/articles/PMC11889865","Association of COVID-19 infection and COVID-19 vaccination with idiopathic sudden sensorineural hearing loss in Malaysia: a case-control study"
165,"#4320","Abdurakhmanov 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Moderate","Observational - other",2024,"VacciMonitor",,,,"https://scielo.sld.cu/pdf/vac/v33/1025-0298-vac-33-e073324.pdf","Effect of inactivated and mRNA COVID-19 vaccines on thrombocytopenia in immune thrombocytopenia patients"
166,"#24","Abou Chakra 2025","Influenza",0,0,1,"Pediatric",0,0,1,1,1,0,"Low","Case-control",2025,"Emerg Microbes Infect",40071892,"PMC11980197","10.1080/22221751.2025.2466699","https://pmc.ncbi.nlm.nih.gov/articles/PMC11980197","Vaccine effectiveness dynamics against influenza and SARS-CoV-2 in community-tested patients in France 2023-2024"
166,"#24","Abou Chakra 2025","Influenza",0,0,1,"Adult",0,0,1,1,1,0,"Low","Case-control",2025,"Emerg Microbes Infect",40071892,"PMC11980197","10.1080/22221751.2025.2466699","https://pmc.ncbi.nlm.nih.gov/articles/PMC11980197","Vaccine effectiveness dynamics against influenza and SARS-CoV-2 in community-tested patients in France 2023-2024"
167,"#4303","Ab Rahman 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Observational - other",2024,"Vaccine",39447251,,"10.1016/j.vaccine.2024.126465","https://pubmed.ncbi.nlm.nih.gov/39447251","Risk of major adverse cerebro-cardiovascular events following BNT162b2, CoronaVac, and ChAdOx1 vaccination and SARS-CoV-2 infection: A self-controlled case-series study"
168,"#4340","Abukhalil 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2024,"International Journal of General Medicine",39100722,"PMC11297544","10.2147/IJGM.S466838","https://pmc.ncbi.nlm.nih.gov/articles/PMC11297544","COVID-19 Vaccines Breakthrough Infections and Adverse Effects Reported by the Birzeit University Community in Palestine"
168,"#4340","Abukhalil 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2024,"International Journal of General Medicine",39100722,"PMC11297544","10.2147/IJGM.S466838","https://pmc.ncbi.nlm.nih.gov/articles/PMC11297544","COVID-19 Vaccines Breakthrough Infections and Adverse Effects Reported by the Birzeit University Community in Palestine"
170,"#40","Acuti Martellucci 2025","Influenza",0,0,1,"Adult",0,0,0,1,1,0,"Low","Cohort",2025,"Vaccines",40266236,"PMC11946095","10.3390/vaccines13030309","https://pmc.ncbi.nlm.nih.gov/articles/PMC11946095","The Effectiveness of Four Quadrivalent, Inactivated Influenza Vaccines Administered Alone or in Combination with Pneumococcal and/or SARS-CoV-2 Vaccines: A Population-Wide Cohort Study"
171,"#46","Adelglass 2025","COVID",1,0,0,"Adult",0,0,0,1,0,0,"High","Observational - other",2025,"J Allergy Clin Immunol",40154575,,"10.1016/j.jaci.2025.03.015","https://pubmed.ncbi.nlm.nih.gov/40154575","Immunogenicity of adjuvanted recombinant SARS-CoV-2 spike protein vaccine after earlier mRNA vaccine doses"
172,"#4362","Adin 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Nucl Med Commun",38465449,,"10.1097/mnm.0000000000001833","https://pubmed.ncbi.nlm.nih.gov/38465449","Reactive axillary lymph nodes after COVID-19 mRNA vaccination: comparison of mRNA vs. attenuated whole-virus vaccines"
173,"#4368","Aftab 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2024,"Ophthalmology",38242364,,"10.1016/j.ophtha.2024.01.020","https://pubmed.ncbi.nlm.nih.gov/38242364","Ophthalmologic Complications in Coronavirus Disease 2019 Immunization: A National Vaccine Adverse Event Reporting System Analysis"
173,"#4368","Aftab 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2024,"Ophthalmology",38242364,,"10.1016/j.ophtha.2024.01.020","https://pubmed.ncbi.nlm.nih.gov/38242364","Ophthalmologic Complications in Coronavirus Disease 2019 Immunization: A National Vaccine Adverse Event Reporting System Analysis"
174,"#77","Ahmed Al Qahtani 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Clinical Epidemiology and Global Health",,,"10.1016/j.cegh.2025.101975","https://doi.org/10.1016/j.cegh.2025.101975","Short and long-term side effects of eligible COVID-19 vaccines in Saudi Arabia, Southern Region, 2023"
176,"#4459","Al-Rousan 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2024,"Informatics in Medicine Unlocked",,,"10.1016/j.imu.2024.101564","https://doi.org/10.1016/j.imu.2024.101564","Evaluation of the effects of MERCK, MODERNA, PFIZER/BioNTech, and JANSSEN COVID-19 vaccines on vaccinated people: A metadata analysis"
176,"#4459","Al-Rousan 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2024,"Informatics in Medicine Unlocked",,,"10.1016/j.imu.2024.101564","https://doi.org/10.1016/j.imu.2024.101564","Evaluation of the effects of MERCK, MODERNA, PFIZER/BioNTech, and JANSSEN COVID-19 vaccines on vaccinated people: A metadata analysis"
177,"#4476","Alawfi 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"High","Observational - other",2024,"International Journal of Women's Health",39421715,"PMC11484768","10.2147/IJWH.S472953","https://pmc.ncbi.nlm.nih.gov/articles/PMC11484768","Health of Saudi Women in the Post-Pandemic Era: Candidiasis Incidence and Post COVID-19 and COVID-19-Vaccination"
178,"#119","Albahari 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Exploratory Research in Clinical and Social Pharmacy",40502459,"PMC12152863","10.1016/j.rcsop.2025.100614","https://pmc.ncbi.nlm.nih.gov/articles/PMC12152863","Impact of mRNA COVID-19 vaccination on hematological parameters in patients maintained on clozapine: A retrospective study from Qatar"
180,"#13033","Ali 2024","COVID",1,0,0,"Pediatric",0,0,1,1,0,0,"High","Observational - other",2024,"Heart Views",40488147,"PMC12139649","10.4103/heartviews.heartviews_62_24","https://pmc.ncbi.nlm.nih.gov/articles/PMC12139649","A Case Series Examining the 1-year Follow-up Outcomes of Myocarditis Associated with COVID-19 Vaccination"
180,"#13033","Ali 2024","COVID",1,0,0,"Adult",0,0,1,1,0,0,"High","Observational - other",2024,"Heart Views",40488147,"PMC12139649","10.4103/heartviews.heartviews_62_24","https://pmc.ncbi.nlm.nih.gov/articles/PMC12139649","A Case Series Examining the 1-year Follow-up Outcomes of Myocarditis Associated with COVID-19 Vaccination"
182,"#156","Almeida 2025","RSV",0,1,0,"Immunocomp",0,0,0,1,1,1,"High","Observational - other",2025,"Vaccines",40266222,"PMC11946143","10.3390/vaccines13030328","https://pmc.ncbi.nlm.nih.gov/articles/PMC11946143","Immunogenicity and Safety of the Bivalent Respiratory Syncytial Virus Prefusion F Subunit Vaccine in Immunocompromised or Renally Impaired Adults"
183,"#4532","Almodovar-Fernandez 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Vacunas",,,"10.1016/j.vacun.2024.04.004","https://doi.org/10.1016/j.vacun.2024.04.004","SARS-CoV-2 vaccination effect over coagulation in 60s patients treated with acenocumarol"
185,"#178","Alves 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Vaccine",40184816,,"10.1016/j.vaccine.2025.127046","https://pubmed.ncbi.nlm.nih.gov/40184816","Immunogenicity and safety of a monovalent Omicron XBB.1.5 SARS-CoV-2 recombinant spike protein vaccine in previously unvaccinated, SARS-CoV-2 seropositive participants: Primary day-28 analysis of a phase 2/3 open-label study"
186,"#183","Amaral de Avila Machado 2025","Influenza",0,0,1,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2025,"Hum Vaccin Immunother",40098448,,"10.1080/21645515.2025.2475616","https://pubmed.ncbi.nlm.nih.gov/40098448","Enhanced passive safety surveillance of standard-dose and high-dose influenza vaccines in Finland and Germany 2023-24 season"
186,"#183","Amaral de Avila Machado 2025","Influenza",0,0,1,"Adult",0,0,1,1,1,0,"High","Observational - other",2025,"Hum Vaccin Immunother",40098448,,"10.1080/21645515.2025.2475616","https://pubmed.ncbi.nlm.nih.gov/40098448","Enhanced passive safety surveillance of standard-dose and high-dose influenza vaccines in Finland and Germany 2023-24 season"
187,"#4579","Amicizia 2023","Influenza",0,0,1,"Adult",0,0,0,0,1,0,"High","Observational - other",2023,"Hum Vaccin Immunother",36919537,"PMC10072113","10.1080/21645515.2023.2190279","https://pmc.ncbi.nlm.nih.gov/articles/PMC10072113","Enhanced passive safety surveillance of the MF59-adjuvanted quadrivalent influenza vaccine in the elderly during the 2021/22 influenza season"
188,"#4590","Amstutz 2024","COVID",1,0,0,"Immunocomp",0,0,1,1,1,1,"High","Observational - other",2024,"J Infect Dis",38848312,"PMC11481330","10.1093/infdis/jiae291","https://pmc.ncbi.nlm.nih.gov/articles/PMC11481330","Antibody and T-Cell Response to Bivalent Booster SARS-CoV-2 Vaccines in People With Compromised Immune Function: COVERALL-3 Study"
189,"#202","Andersen 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Cohort",2025,"Vaccine",39987879,,"10.1016/j.vaccine.2025.126881","https://pubmed.ncbi.nlm.nih.gov/39987879","Effectiveness of BNT162b2 XBB.1.5 vaccine in immunocompetent adults using tokenization in two U.S. states"
190,"#13126","Andersson 2024","COVID",1,0,0,"Adult",0,0,0,0,1,0,"Low","Cohort",2024,"BMJ Med",39902239,"PMC11789462","10.1136/bmjmed-2024-001074","https://pmc.ncbi.nlm.nih.gov/articles/PMC11789462","Comparative effectiveness of monovalent XBB.1.5 containing covid-19 mRNA vaccines in Denmark, Finland, and Sweden: target trial emulation based on registry data"
194,"#233","Appaneal 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Case-control",2025,"Nat Commun",40301395,"PMC12041242","10.1038/s41467-025-59344-7","https://pmc.ncbi.nlm.nih.gov/articles/PMC12041242","Early effectiveness of the BNT162b2 KP.2 vaccine against COVID-19 in the US Veterans Affairs Healthcare System"
195,"#20412","Arcolaci 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Vaccine",40479930,,"10.1016/j.vaccine.2025.127337","https://pubmed.ncbi.nlm.nih.gov/40479930","A real-life multicenter experience for the post-pandemic management of hypersensitivity reactions to Covid-19 vaccines"
196,"#244","Arepalli 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Retina",39841907,,"10.1097/iae.0000000000004413","https://pubmed.ncbi.nlm.nih.gov/39841907","THE HETEROGENEOUS PRESENTATIONS OF DE NOVO AND RECURRENT OCULAR INFLAMMATION AFTER COVID-19 VACCINATION : A Multicenter Report and a Review of the Literature"
197,"#20449","Asiri 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Int J Gen Med",40547349,,"10.2147/ijgm.S520084","https://pubmed.ncbi.nlm.nih.gov/40547349","Adverse Cutaneous Reactions Following COVID-19 Vaccination Among Patients with Pre-Existing Urticaria: A Cross-Sectional Study at a Tertiary Care Center in Saudi Arabia"
199,"#4742","Aydillo 2024","COVID",1,0,1,"Adult",0,0,0,1,1,0,"Moderate","Cohort",2024,"Emerg Microbes Infect",38054302,"PMC10798284","10.1080/22221751.2023.2292068","https://pmc.ncbi.nlm.nih.gov/articles/PMC10798284","Concomitant administration of seasonal influenza and COVID-19 mRNA vaccines"
199,"#4742","Aydillo 2024","Influenza",1,0,1,"Adult",0,0,0,1,1,0,"Moderate","Cohort",2024,"Emerg Microbes Infect",38054302,"PMC10798284","10.1080/22221751.2023.2292068","https://pmc.ncbi.nlm.nih.gov/articles/PMC10798284","Concomitant administration of seasonal influenza and COVID-19 mRNA vaccines"
200,"#4744","Aydin 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"High","Observational - other",2024,"Journal of Experimental and Clinical Medicine (Turkey)",,,"10.52142/omujecm.41.2.13","https://doi.org/10.52142/omujecm.41.2.13","Effect of COVID-19 mRNA vaccine on serum AMH, TSH, FSH and LH concentrations"
201,"#4765","Baba 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2024,"J Dermatol",38605482,,"10.1111/1346-8138.17188","https://pubmed.ncbi.nlm.nih.gov/38605482","Cutaneous adverse events following COVID-19 vaccination: A case series of 30 Japanese patients and a review of 93 Japanese studies"
201,"#4765","Baba 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2024,"J Dermatol",38605482,,"10.1111/1346-8138.17188","https://pubmed.ncbi.nlm.nih.gov/38605482","Cutaneous adverse events following COVID-19 vaccination: A case series of 30 Japanese patients and a review of 93 Japanese studies"
202,"#314","Babalola 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Cohort",2025,"The Lancet Regional Health - Americas",39866362,"PMC11764319","10.1016/j.lana.2024.100984","https://pmc.ncbi.nlm.nih.gov/articles/PMC11764319","SARS-COV-2 re-infection and incidence of post-acute sequelae of COVID-19 (PASC) among essential workers in New York: a retrospective cohort study"
203,"#4774","Baden 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","RCT",2024,"Nat Commun",39209823,"PMC11362294","10.1038/s41467-024-50376-z","https://pmc.ncbi.nlm.nih.gov/articles/PMC11362294","Long-term safety and effectiveness of mRNA-1273 vaccine in adults: COVE trial open-label and booster phases"
204,"#328","Bahakel 2025","Influenza",0,0,1,"Immunocomp",0,0,1,0,0,1,"High","Observational - other",2025,"J Infect Dis",39279435,"PMC11793066","10.1093/infdis/jiae454","https://pmc.ncbi.nlm.nih.gov/articles/PMC11793066","Immunogenicity and Reactogenicity of High- or Standard-Dose Influenza Vaccine in a Second Consecutive Influenza Season"
205,"#338","Bajema 2025","RSV",0,1,0,"Immunocomp",0,0,0,0,1,1,"Low","Cohort",2025,"LANCET INFECTIOUS DISEASES",39848264,,"10.1016/S1473-3099(24)00796-5","https://pubmed.ncbi.nlm.nih.gov/39848264","Respiratory syncytial virus vaccine effectiveness among US veterans, September, 2023 to March, 2024: a target trial emulation study"
206,"#337","Bajema 2025","COVID",1,1,1,"Adult",0,0,0,1,1,0,"Low","Cohort",2025,"JAMA Intern Med",39869355,"PMC11773409","10.1001/jamainternmed.2024.7452","https://pmc.ncbi.nlm.nih.gov/articles/PMC11773409","Severity and Long-Term Mortality of COVID-19, Influenza, and Respiratory Syncytial Virus"
206,"#337","Bajema 2025","RSV",1,1,1,"Adult",0,0,0,1,1,0,"Low","Cohort",2025,"JAMA Intern Med",39869355,"PMC11773409","10.1001/jamainternmed.2024.7452","https://pmc.ncbi.nlm.nih.gov/articles/PMC11773409","Severity and Long-Term Mortality of COVID-19, Influenza, and Respiratory Syncytial Virus"
206,"#337","Bajema 2025","Influenza",1,1,1,"Adult",0,0,0,1,1,0,"Low","Cohort",2025,"JAMA Intern Med",39869355,"PMC11773409","10.1001/jamainternmed.2024.7452","https://pmc.ncbi.nlm.nih.gov/articles/PMC11773409","Severity and Long-Term Mortality of COVID-19, Influenza, and Respiratory Syncytial Virus"
207,"#367","Barnay 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Cohort",2025,"Rev Neurol (Paris)",40307085,,"10.1016/j.neurol.2025.04.007","https://pubmed.ncbi.nlm.nih.gov/40307085","The safety of COVID-19 vaccines in a large French series of patients with neuromuscular conditions and the impacts of vaccination on their daily lives"
208,"#4849","Barouch 2024","COVID",1,0,1,"Adult",0,0,0,1,1,0,"High","Cohort",2024,"Open Forum Infectious Diseases",38567194,"PMC10986856","10.1093/ofid/ofae144","https://pmc.ncbi.nlm.nih.gov/articles/PMC10986856","Concurrent Administration of COVID-19 and Influenza Vaccines Enhances Spike-Specific Antibody Responses"
208,"#4849","Barouch 2024","Influenza",1,0,1,"Adult",0,0,0,1,1,0,"High","Cohort",2024,"Open Forum Infectious Diseases",38567194,"PMC10986856","10.1093/ofid/ofae144","https://pmc.ncbi.nlm.nih.gov/articles/PMC10986856","Concurrent Administration of COVID-19 and Influenza Vaccines Enhances Spike-Specific Antibody Responses"
209,"#4877","Battis 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Dermatitis",38535725,,"10.1089/derm.2023.0379","https://pubmed.ncbi.nlm.nih.gov/38535725","Patient-Reported Association Between COVID-19 Infection or Vaccination and Onset of Allergic Contact Dermatitis"
210,"#4916","Bellitto 2024","COVID",1,0,0,"Immunocomp",0,0,0,0,0,1,"High","Cohort",2024,"Drug Saf",38907947,"PMC11399172","10.1007/s40264-024-01449-x","https://pmc.ncbi.nlm.nih.gov/articles/PMC11399172","What is the Safety of COVID-19 Vaccines in Immunocompromised Patients? Results from the European ""Covid Vaccine Monitor"" Active Surveillance Study"
211,"#13419","Ben Kridis 2024","COVID",1,0,0,"Immunocomp",0,0,0,1,1,1,"High","Observational - other",2024,"J Oncol Pharm Pract",39285730,,"10.1177/10781552241285034","https://pubmed.ncbi.nlm.nih.gov/39285730","Local and systemic side effects of COVID-19 vaccine in Tunisian cancer patients: A prospective single center study"
212,"#448","Beurrier 2025","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"High","Observational - other",2025,"Therapie",39294069,,"10.1016/j.therap.2024.08.002","https://pubmed.ncbi.nlm.nih.gov/39294069","Retinal vascular occlusion after COVID-19 vaccination: Analysis of the French pharmacovigilance database"
212,"#448","Beurrier 2025","COVID",1,0,0,"Adult",0,0,1,1,1,0,"High","Observational - other",2025,"Therapie",39294069,,"10.1016/j.therap.2024.08.002","https://pubmed.ncbi.nlm.nih.gov/39294069","Retinal vascular occlusion after COVID-19 vaccination: Analysis of the French pharmacovigilance database"
213,"#4993","Biegus 2024","RSV",0,1,1,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Vaccine",38531725,,"10.1016/j.vaccine.2024.03.060","https://pubmed.ncbi.nlm.nih.gov/38531725","The early safety profile of simultaneous vaccination against influenza and Respiratory Syncytial Virus (RSV) in patients with high-risk heart failure"
213,"#4993","Biegus 2024","Influenza",0,1,1,"Adult",0,0,0,1,1,0,"High","Observational - other",2024,"Vaccine",38531725,,"10.1016/j.vaccine.2024.03.060","https://pubmed.ncbi.nlm.nih.gov/38531725","The early safety profile of simultaneous vaccination against influenza and Respiratory Syncytial Virus (RSV) in patients with high-risk heart failure"
216,"#484","Blanquart 2025","Influenza",0,0,1,"Adult",0,0,0,0,1,0,"Low","Case-control",2025,"Euro Surveill",39980426,,"10.2807/1560-7917.Es.2025.30.7.2500074","https://pubmed.ncbi.nlm.nih.gov/39980426","Influenza vaccine effectiveness against detected infection in the community, France, October 2024 to February 2025"
218,"#506","Bolu 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Vaccine",40073670,"PMC11975468","10.1016/j.vaccine.2025.126907","https://pmc.ncbi.nlm.nih.gov/articles/PMC11975468","Feasibility of cohort event monitoring and assessment of reactogenicity and adverse events among a cohort of AstraZeneca and Moderna COVID-19 vaccine recipients in Nigeria, 2021"
220,"#5079","Bosch 2024","RSV",0,1,0,"Adult",0,0,0,1,0,0,"Low","Cohort",2024,"Open Forum Infectious Diseases",39474445,"PMC11521338","10.1093/ofid/ofae597","https://pmc.ncbi.nlm.nih.gov/articles/PMC11521338","Incidence of Respiratory Syncytial Virus in Community-Dwelling Adults Aged 18-64 Years Over 2 Seasons, 2022-2024, in a North American Community"
222,"#525","Boulefaa 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Drug Saf",39638989,"PMC11829932","10.1007/s40264-024-01495-5","https://pmc.ncbi.nlm.nih.gov/articles/PMC11829932","Early Detection of Hearing Impairment Signals Post-mRNA COVID-19 Vaccination: A Disproportionality Analysis Study on French Pharmacovigilance Database"
225,"#548","Briggs 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Mult Scler Relat Disord",39756168,,"10.1016/j.msard.2024.106253","https://pubmed.ncbi.nlm.nih.gov/39756168","Self-reported longitudinal COVID-19 vaccination reactogenicity profiles in persons with multiple sclerosis"
226,"#5193","Byoun 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","Cohort",2024,"Sci Rep",39420039,"PMC11487014","10.1038/s41598-024-73940-5","https://pmc.ncbi.nlm.nih.gov/articles/PMC11487014","Nationwide Cohort observational study on the safety and efficacy of COVID-19 vaccination in patients with Moyamoya disease"
227,"#5200","Caffrey 2024","COVID",1,0,0,"Immunocomp",0,0,0,1,1,1,"Low","Case-control",2024,"Nat Commun",39488521,"PMC11531596","10.1038/s41467-024-53842-w","https://pmc.ncbi.nlm.nih.gov/articles/PMC11531596","Effectiveness of BNT162b2 XBB vaccine in the US Veterans Affairs Healthcare System"
228,"#630","Carazo 2025","COVID",1,0,0,"Adult",0,0,0,0,1,0,"High","Case-control",2025,"PLoS One",40460407,"PMC12133164","10.1371/journal.pone.0325269","https://pmc.ncbi.nlm.nih.gov/articles/PMC12133164","Monovalent mRNA XBB.1.5 vaccine effectiveness against COVID-19 hospitalization in Quebec, Canada: Impact of variant replacement and waning protection during 10-month follow-up"
235,"#5392","Chemaitelly 2024","COVID",1,0,0,"Pediatric",0,1,1,1,1,0,"Low","Case-control",2024,"Int J Infect Dis",38777080,,"10.1016/j.ijid.2024.107095","https://pubmed.ncbi.nlm.nih.gov/38777080","Association between COVID-19 vaccination and stroke: a nationwide case-control study in Qatar"
235,"#5392","Chemaitelly 2024","COVID",1,0,0,"Adult",0,1,1,1,1,0,"Low","Case-control",2024,"Int J Infect Dis",38777080,,"10.1016/j.ijid.2024.107095","https://pubmed.ncbi.nlm.nih.gov/38777080","Association between COVID-19 vaccination and stroke: a nationwide case-control study in Qatar"
236,"#5393","Chemaitelly 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Low","Cohort",2024,"Influenza Other Respir Viruses",39343986,"PMC11439586","10.1111/irv.13357","https://pmc.ncbi.nlm.nih.gov/articles/PMC11439586","BNT162b2 Versus mRNA-1273 Vaccines: Comparative Analysis of Long-Term Protection Against SARS-CoV-2 Infection and Severe COVID-19 in Qatar"
236,"#5393","Chemaitelly 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Low","Cohort",2024,"Influenza Other Respir Viruses",39343986,"PMC11439586","10.1111/irv.13357","https://pmc.ncbi.nlm.nih.gov/articles/PMC11439586","BNT162b2 Versus mRNA-1273 Vaccines: Comparative Analysis of Long-Term Protection Against SARS-CoV-2 Infection and Severe COVID-19 in Qatar"
